participant,gender,video_id,second,band,frontal_asymmetry,parietal_mean,negativity_rating,positivity_rating,net_predisposition_rating
UVBY3,Male,dph,44,delta,-0.9941044533485925,14.118927839813818,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,45,delta,-1.0718452909956326,12.071632243983075,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,46,delta,-0.4336842266868377,8.881062907241505,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,47,delta,0.11078907003895466,7.023877067540761,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,48,delta,0.08264151755905935,7.081201212254331,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,49,delta,0.007420299022919963,8.154548201127998,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,50,delta,0.18053008971140727,9.161821968717735,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,51,delta,0.4200593571645097,9.368702700801489,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,52,delta,0.7741804044381517,8.69503171622523,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,53,delta,1.3958768812520663,7.934098540197837,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,54,delta,2.296665245105265,7.527321552270591,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,55,delta,3.1628177564042854,7.3042227492802585,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,56,delta,3.3942966161029995,7.046208465095383,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,57,delta,2.828474618016336,6.77818390446987,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,58,delta,2.099666326059424,6.76826299135636,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,59,delta,0.5472360458354188,1.9662282303628105,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,0,theta,-0.6797795409758436,19.8332733404766,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,1,theta,-1.0223922707876412,19.846747721334992,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,2,theta,-1.4786410597266588,19.634566369099957,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,3,theta,-1.5750337826151117,18.860378707486362,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,4,theta,-1.0804100765535232,17.851129859931312,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,5,theta,-0.21424271399569506,17.154943100961255,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,6,theta,0.44294902068192243,17.191912604171055,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,7,theta,0.4778783766484871,18.092659775252383,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,8,theta,0.09893096910105825,19.332792766628174,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,9,theta,-0.20377550192450045,20.003329966121065,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,10,theta,-0.1565140884936973,19.720304635398023,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,11,theta,0.13478038832179706,18.967999736818193,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,12,theta,0.2811231651403894,18.647858795713624,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,13,theta,0.031320585796557054,19.300283482913883,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,14,theta,-0.44636186914714315,20.48565811616418,6.418749999999999,3.5125,7.384374999999999
